ZIP,activeplayersperzip,AREA,POPcurrent,POPplus5,#OFBUSS,POPSQMI,DAYPOP,URBANPCT,RURALPCT,WHITECOLLAR,18-24%,25-34%,35-44%,45-54%,55-64%,65+%,INCOMEMED,MALEPOP,FEMALEPOP
91748,2269,Rowland Heights,48205,50533,2312,3213,29030,0.98,0.02,0.69,0.1,0.14,0.16,0.15,0.1,0.09,60400,23812,24393
91750,2099,La Verne,35272,37442,816,2975,8911,1,0,0.71,0.1,0.11,0.16,0.16,0.1,0.13,83599,17181,18091
91773,2154,San Dimas,35881,37735,1211,2228,17302,1,0,0.72,0.09,0.12,0.16,0.16,0.1,0.12,83290,17262,18619
91775,1178,San Gabriel,24988,26676,261,7999,1936,1,0,0.73,0.08,0.14,0.17,0.15,0.11,0.14,72556,12029,12959
91911,4196,Chula Vista,84967,98978,2413,7168,20796,1,0,0.55,0.1,0.15,0.15,0.11,0.08,0.12,47443,41262,43705
91913,2451,Chula Vista,20245,25870,211,5098,1553,1,0,0.76,0.07,0.18,0.18,0.13,0.08,0.06,89766,9835,10410
91915,1430,Chula Vista,13026,16804,151,928,2122,0.99,0.01,0.75,0.07,0.15,0.2,0.13,0.07,0.05,96721,6494,6532
91934,32,Jacumba,862,951,30,34,142,0,1,0.42,0.07,0.07,0.12,0.18,0.12,0.18,43382,416,446
92007,350,Cardiff by the,11473,11906,409,3201,2738,1,0,0.75,0.08,0.19,0.18,0.18,0.09,0.1,88586,5773,5700
92009,1400,Carlsbad,52485,64060,1632,2825,19950,0.99,0.01,0.83,0.05,0.12,0.19,0.17,0.1,0.12,102869,25280,27205
92028,1795,Fallbrook,44177,46597,1707,360,13154,0.65,0.35,0.56,0.11,0.11,0.12,0.14,0.1,0.15,62195,22326,21851
92055,48,Camp Pendleton,19041,18756,52,112,1956,0.61,0.39,0.7,0.57,0.17,0.06,0.01,0,0,36183,14180,4861
92078,1725,San Marcos,7824,10057,1499,917,16725,1,0,0.73,0.06,0.12,0.16,0.13,0.1,0.18,71792,3773,4051
92101,1763,San Diego,23980,26332,5885,5123,98135,1,0,0.67,0.08,0.23,0.19,0.16,0.11,0.15,44688,14940,9040
92103,1559,San Diego,30659,31410,2970,8053,27492,1,0,0.78,0.06,0.25,0.18,0.15,0.1,0.17,72207,15807,14852
92122,1209,San Diego,38655,44436,1448,7336,17260,1,0,0.89,0.16,0.22,0.14,0.12,0.09,0.12,79251,18994,19661
92124,1171,San Diego,31296,32751,370,3747,2973,1,0,0.8,0.07,0.18,0.17,0.13,0.08,0.06,69043,15442,15854
92126,3862,San Diego,72187,76829,2566,6908,28840,1,0,0.69,0.1,0.19,0.17,0.14,0.08,0.07,78139,36561,35626
92145,38,San Diego,6418,6339,28,291,1539,1,0,0.59,0.6,0.15,0.06,0.01,0,0,45082,4870,1548
92220,1696,Banning,29588,34315,564,211,5593,0.91,0.09,0.53,0.09,0.11,0.11,0.1,0.09,0.25,44008,14411,15177
92239,10,Desert Center,10377,11663,24,3,244,0,1,0.46,0.2,0.37,0.26,0.1,0.03,0.03,42167,9823,554
92241,338,Desert Hot Spri,6835,8098,116,60,635,0.03,0.97,0.4,0.07,0.08,0.11,0.13,0.13,0.3,39144,3387,3448
92243,1678,El Centro,45035,44944,1517,372,19424,0.8,0.2,0.53,0.11,0.13,0.14,0.12,0.07,0.1,38908,22690,22345
92262,1538,Palm Springs,26629,28596,2449,652,26409,0.97,0.03,0.59,0.09,0.12,0.14,0.14,0.11,0.2,42752,13754,12875
92264,1182,Palm Springs,18728,19684,971,212,9322,1,0,0.62,0.05,0.09,0.11,0.14,0.15,0.34,62255,9842,8886
92310,216,Fort Irwin,10778,12271,44,9,708,0,1,0.53,0.23,0.27,0.13,0.04,0.01,0,37439,6234,4544
92314,547,Big Bear City,16813,18518,439,65,2160,0.75,0.25,0.56,0.08,0.1,0.16,0.17,0.11,0.13,47810,8501,8312
92335,4183,Fontana,89642,99506,2660,5182,27045,1,0,0.4,0.13,0.16,0.13,0.1,0.06,0.06,39210,45234,44408
90001,2004,Los Angeles,59254,64894,1334,16877,14041,1,0,0.33,0.12,0.16,0.13,0.09,0.05,0.06,26716,29724,29530
90003,2617,Los Angeles,64571,72674,1513,18603,12249,1,0,0.34,0.12,0.16,0.13,0.09,0.06,0.06,24564,31731,32840
90022,2478,Los Angeles,74626,82535,1894,17112,19585,1,0,0.38,0.12,0.17,0.13,0.1,0.07,0.08,31783,37371,37255
90024,770,Los Angeles,46321,49143,2093,15962,57033,1,0,0.88,0.38,0.18,0.1,0.08,0.07,0.12,96751,21992,24329
90026,2547,Los Angeles,75051,76891,1388,18256,13293,1,0,0.53,0.11,0.2,0.16,0.12,0.07,0.08,31099,38315,36736
90047,3561,Los Angeles,49879,52519,1093,10293,8364,1,0,0.57,0.09,0.13,0.14,0.12,0.1,0.11,41923,22824,27055
90049,810,Los Angeles,34767,36274,1598,2311,16224,1,0,0.91,0.07,0.2,0.15,0.15,0.12,0.17,146442,16068,18699
90095,7,Los Angeles,65,65,295,170,6819,1,0,0.88,0.15,0.15,0.12,0.08,0.02,0.42,10000,24,41
90210,583,Beverly Hills,24140,24743,3648,2259,34065,1,0,0.87,0.06,0.1,0.14,0.18,0.14,0.2,158686,11406,12734
90212,499,Beverly Hills,12230,13185,2314,13366,19761,1,0,0.91,0.06,0.17,0.16,0.17,0.11,0.15,92627,5456,6774
90260,1922,Lawndale,34803,36279,1007,12506,9082,1,0,0.53,0.1,0.19,0.16,0.12,0.07,0.07,46932,17559,17244
90262,2696,Lynwood,71556,74958,1287,14775,13956,1,0,0.39,0.13,0.17,0.13,0.1,0.06,0.05,40874,36545,35011
90304,934,Inglewood,31303,34043,642,18789,5286,1,0,0.32,0.12,0.17,0.14,0.1,0.05,0.04,31647,16044,15259
90402,192,Santa Monica,13532,14822,243,6335,1434,1,0,0.94,0.04,0.1,0.16,0.18,0.13,0.18,184292,6458,7074
90680,1661,Stanton,31689,32925,1143,11895,9827,1,0,0.48,0.1,0.17,0.14,0.11,0.08,0.11,50215,15964,15725
90703,2922,Cerritos,53454,55968,1825,6086,30063,1,0,0.79,0.09,0.11,0.14,0.18,0.14,0.1,84995,26036,27418
90822,4,Long Beach,0,0,30,0,282,1,0,0,0,0,0,0,0,0,0,0,0
91010,1435,Duarte,28921,30746,775,3751,10527,1,0,0.6,0.09,0.13,0.15,0.13,0.09,0.13,64431,13812,15109
91104,1596,Pasadena,40290,43121,1109,10617,7233,1,0,0.66,0.09,0.16,0.17,0.14,0.08,0.1,56119,19617,20673
91106,957,Pasadena,24761,26622,1111,8399,12574,1,0,0.77,0.12,0.23,0.16,0.12,0.09,0.1,65777,12262,12499
91340,1549,San Fernando,36834,39124,1296,10649,16416,1,0,0.4,0.12,0.17,0.14,0.1,0.06,0.07,46143,18591,18243
91361,765,Westlake Villag,20640,21687,1687,853,16238,0.96,0.04,0.85,0.06,0.08,0.14,0.19,0.15,0.17,115524,10078,10562
91384,1482,Castaic,26074,29558,317,134,2595,0.66,0.34,0.63,0.14,0.19,0.24,0.12,0.05,0.03,95080,17323,8751
91411,1168,Van Nuys,25845,28330,1384,12437,13053,1,0,0.61,0.1,0.21,0.17,0.13,0.07,0.07,40914,13196,12649
91501,1101,Burbank,20953,22348,235,4429,1594,1,0,0.74,0.08,0.17,0.18,0.15,0.1,0.11,62904,10009,10944
91505,2067,Burbank,30185,31583,2284,6192,32340,1,0,0.75,0.07,0.18,0.19,0.14,0.09,0.13,75313,14838,15347
91737,1394,Rancho Cucamong,25431,28653,323,3593,1996,1,0,0.7,0.09,0.12,0.18,0.17,0.08,0.06,93306,12638,12793
91739,2017,Rancho Cucamong,19287,25657,384,1411,4896,1,0,0.68,0.1,0.14,0.2,0.14,0.06,0.04,91802,10167,9120
91762,3076,Ontario,57895,62632,1900,7422,14985,1,0,0.47,0.12,0.17,0.14,0.11,0.07,0.08,45716,28897,28998
92316,1480,Bloomington,28561,30695,729,2450,8490,1,0,0.41,0.12,0.14,0.14,0.12,0.07,0.07,43073,14325,14236
92320,550,Calimesa,7711,8481,152,429,1097,0.83,0.17,0.62,0.07,0.09,0.13,0.12,0.11,0.26,47474,3640,4071
92339,68,Forest Falls,1305,1444,23,14,78,0,1,0.61,0.09,0.1,0.18,0.21,0.1,0.09,61413,651,654
92364,53,Nipton,216,241,8,0,173,0,1,0.57,0.08,0.1,0.11,0.18,0.13,0.18,43182,131,85
92385,26,Skyforest,2289,2434,22,2502,128,0,0,0.66,0.07,0.1,0.16,0.19,0.11,0.1,62066,1145,1144
92389,9,Tecopa,83,84,12,0,43,0,1,0.56,0.01,0.1,0.2,0.28,0.12,0.11,74603,46,37
92410,1983,San Bernardino,46615,50818,1027,5567,9637,1,0,0.37,0.12,0.15,0.13,0.1,0.06,0.07,25954,23081,23534
92504,3122,Riverside,52991,58556,1364,2280,19432,0.98,0.02,0.55,0.13,0.14,0.14,0.12,0.08,0.11,50968,25878,27113
92506,2582,Riverside,43827,46718,2059,2456,19097,1,0,0.71,0.1,0.12,0.15,0.17,0.09,0.12,78780,21291,22536
92508,2052,Riverside,24748,33298,499,2046,5019,0.86,0.14,0.7,0.08,0.14,0.19,0.14,0.07,0.06,88386,12232,12516
92625,330,Corona del Mar,12328,12382,720,4810,4845,1,0,0.91,0.05,0.14,0.15,0.16,0.15,0.21,143304,5870,6458
92646,3152,Huntington Beac,56560,56111,1168,6656,8822,1,0,0.75,0.07,0.13,0.17,0.16,0.12,0.13,91294,28020,28540
92648,2282,Huntington Beac,45826,50331,2302,5676,18488,1,0,0.77,0.08,0.21,0.17,0.15,0.1,0.1,96925,23061,22765
92692,2238,Mission Viejo,47985,50171,1209,5065,8964,1,0,0.81,0.06,0.1,0.18,0.16,0.09,0.14,109253,23352,24633
92694,887,Ladera Ranch,655,989,149,159,1143,0,0,0.91,0.04,0.2,0.28,0.1,0.04,0.02,107778,332,323
92832,1193,Fullerton,24640,25434,1337,8973,14516,1,0,0.53,0.12,0.18,0.15,0.11,0.07,0.1,51893,12384,12256
92880,3808,Corona,19367,23158,969,733,15357,0,0,0.58,0.1,0.18,0.17,0.11,0.06,0.04,73679,9843,9524
92882,3629,Corona,66499,74466,1306,2631,14381,0,0,0.59,0.1,0.17,0.16,0.12,0.06,0.06,66767,33261,33238
93022,347,Oak View,5769,5508,211,1756,1102,0.83,0.17,0.61,0.08,0.1,0.18,0.17,0.1,0.11,71005,2884,2885
93043,8,Port Hueneme Cb,3424,3790,18,2683,9961,1,0,0.53,0.31,0.23,0.12,0.04,0,0,29901,2076,1348
93066,126,Somis,2992,2852,168,51,2124,0.19,0.81,0.56,0.09,0.11,0.15,0.15,0.12,0.12,80891,1583,1409
93206,44,Buttonwillow,1959,1997,114,15,1793,0,1,0.22,0.12,0.13,0.14,0.11,0.06,0.08,32247,1020,939
93210,639,Coalinga,19051,20461,392,26,6540,0.86,0.14,0.38,0.15,0.21,0.19,0.1,0.06,0.06,44313,12384,6667
93235,145,Ivanhoe,4618,4775,67,1534,620,0.93,0.07,0.26,0.13,0.14,0.14,0.1,0.06,0.06,29317,2445,2173
93254,35,New Cuyama,661,682,41,7,503,0,1,0.39,0.07,0.1,0.16,0.15,0.12,0.1,45066,352,309
93256,139,Pixley,3997,4000,115,54,975,0,1,0.25,0.14,0.13,0.12,0.1,0.06,0.08,26848,2115,1882
93277,2633,Visalia,48342,52490,1926,1224,19734,0.96,0.04,0.62,0.1,0.13,0.14,0.14,0.09,0.13,58179,23175,25167
93304,2394,Bakersfield,49308,53657,1416,6682,12261,1,0,0.44,0.11,0.14,0.13,0.11,0.07,0.1,32983,23968,25340
93442,519,Morro Bay,11322,11670,851,263,5399,0.94,0.06,0.57,0.09,0.12,0.12,0.17,0.12,0.24,50177,5444,5878
90017,665,Los Angeles,25610,31203,2349,35969,39068,1,0,0.2,0.16,0.21,0.13,0.09,0.05,0.06,17850,14189,11421
90019,2736,Los Angeles,71218,74207,1663,17813,11552,1,0,0.57,0.1,0.18,0.16,0.13,0.08,0.1,35975,34438,36780
90021,154,Los Angeles,3279,3470,2340,1598,33035,1,0,0.45,0.08,0.19,0.22,0.19,0.1,0.06,20175,2166,1113
90040,638,Los Angeles,13798,14926,1624,2296,44347,1,0,0.46,0.11,0.16,0.13,0.1,0.07,0.1,38898,6793,7005
90042,2667,Los Angeles,65768,69002,1036,15026,6993,1,0,0.55,0.11,0.17,0.14,0.12,0.08,0.08,41306,32773,32995
90044,4136,Los Angeles,93253,99191,1069,18389,10339,1,0,0.41,0.11,0.15,0.13,0.1,0.07,0.07,25504,44601,48652
90063,1987,Los Angeles,60397,65623,857,17018,10742,1,0,0.39,0.13,0.17,0.12,0.1,0.06,0.08,33784,30519,29878
90065,2170,Los Angeles,48919,51114,997,8891,12044,1,0,0.56,0.1,0.17,0.14,0.13,0.08,0.09,42932,24566,24353
90067,99,Los Angeles,2562,2576,2011,7648,31603,1,0,0.89,0.02,0.1,0.13,0.13,0.15,0.4,93466,1153,1409
90230,1556,Culver City,32268,33041,1747,9230,20405,1,0,0.71,0.08,0.15,0.16,0.15,0.1,0.13,69169,15500,16768
90232,711,Culver City,17463,18477,1664,7488,21705,1,0,0.75,0.08,0.16,0.19,0.16,0.09,0.11,62002,8327,9136
90255,2660,Huntington Park,83574,89216,2199,22298,20363,1,0,0.37,0.13,0.18,0.13,0.1,0.06,0.06,34102,42072,41502
90274,673,Palos Verdes Pe,26544,28285,1228,2199,10098,1,0,0.88,0.06,0.05,0.13,0.18,0.15,0.2,143922,12985,13559
90278,2147,Redondo Beach,40222,43602,1155,11207,11171,1,0,0.78,0.06,0.19,0.22,0.15,0.08,0.08,90210,20170,20052
90301,1974,Inglewood,39923,42090,2189,15712,25335,1,0,0.5,0.11,0.17,0.15,0.12,0.07,0.07,35642,19206,20717
90303,1271,Inglewood,28278,30396,542,15486,5362,1,0,0.47,0.11,0.16,0.14,0.11,0.08,0.06,39725,13823,14455
90604,2387,Whittier,40656,43057,385,9276,3090,1,0,0.59,0.1,0.15,0.16,0.12,0.08,0.1,63811,20191,20465
90606,1910,Whittier,34212,36122,708,8763,6343,1,0,0.51,0.11,0.15,0.14,0.11,0.07,0.11,55283,17158,17054
90631,3503,La Habra,69505,72898,2144,5144,19081,1,0,0.6,0.1,0.15,0.15,0.12,0.09,0.11,63840,34349,35156
90650,5711,Norwalk,107929,113539,1979,11019,24507,1,0,0.51,0.11,0.15,0.14,0.12,0.08,0.09,54845,53436,54493
90723,2571,Paramount,57349,59949,1819,12288,20897,1,0,0.44,0.12,0.18,0.13,0.1,0.06,0.06,41167,28158,29191
90744,2108,Wilmington,55376,59012,1439,6319,13588,1,0,0.35,0.12,0.17,0.13,0.1,0.06,0.06,33666,28225,27151
90746,2097,Carson,26048,27887,995,6238,13495,1,0,0.63,0.09,0.11,0.14,0.14,0.13,0.11,72891,12291,13757
90815,2192,Long Beach,36976,36799,978,5312,16371,1,0,0.76,0.1,0.13,0.16,0.14,0.09,0.17,83913,17796,19180
90840,1,Long Beach,1664,1682,15,3431,717,1,0,0.82,0.98,0.01,0,0,0,0,0,583,1081
91001,1764,Altadena,36075,36649,821,4577,5832,1,0,0.74,0.07,0.11,0.17,0.16,0.1,0.12,83277,17313,18762
91030,997,South Pasadena,25118,26344,1087,7405,10687,1,0,0.85,0.07,0.16,0.18,0.16,0.1,0.11,82420,11696,13422
91214,1413,La Crescenta,29888,30392,1081,5550,7791,1,0,0.78,0.07,0.09,0.19,0.17,0.1,0.12,82653,14502,15386
91306,2722,Winnetka,47757,50842,799,10996,5387,1,0,0.61,0.1,0.17,0.17,0.13,0.08,0.09,58599,23928,23829
92309,46,Baker,1026,1105,57,0,805,0,1,0.36,0.19,0.23,0.13,0.09,0.06,0.04,34143,632,394
92311,2260,Barstow,33048,35860,803,100,7771,0.76,0.24,0.53,0.11,0.13,0.14,0.13,0.08,0.11,45879,16686,16362
92313,768,Grand Terrace,11973,12590,392,3443,3854,1,0,0.68,0.1,0.15,0.16,0.14,0.09,0.11,67206,5683,6290
92336,5586,Fontana,67311,83126,646,3510,6858,1,0,0.54,0.1,0.16,0.16,0.12,0.06,0.05,65756,33484,33827
92338,1,Ludlow,73,79,7,0,75,0,1,0.55,0.07,0.08,0.11,0.15,0.15,0.22,44000,35,38
92359,524,Mentone,8341,9121,140,138,1016,0.92,0.08,0.58,0.11,0.13,0.15,0.13,0.08,0.1,55042,4126,4215
92382,361,Running Springs,592,642,201,87,1824,0,0,0.69,0.07,0.07,0.18,0.2,0.15,0.09,61058,302,290
92384,7,Shoshone,199,201,21,0,130,0,1,0.56,0.04,0.07,0.12,0.17,0.16,0.34,55357,92,107
92405,1553,San Bernardino,25933,27291,470,4735,3723,1,0,0.45,0.12,0.15,0.14,0.11,0.06,0.08,33075,12718,13215
92407,3258,San Bernardino,60298,65378,765,337,9904,0.9,0.1,0.56,0.14,0.15,0.15,0.12,0.07,0.06,49893,30248,30050
92501,1197,Riverside,21025,23652,1741,3642,21376,1,0,0.52,0.13,0.17,0.16,0.11,0.06,0.08,40809,10848,10177
92545,2608,Hemet,28537,32520,540,855,7655,0.86,0.14,0.54,0.06,0.08,0.09,0.08,0.1,0.41,42401,13094,15443
92549,176,Idyllwild,3984,4377,310,42,2319,0.87,0.13,0.58,0.07,0.08,0.14,0.2,0.15,0.17,47423,2002,1982
92570,2325,Perris,41161,46803,758,400,8553,0.29,0.71,0.42,0.11,0.13,0.14,0.12,0.08,0.09,36736,20780,20381
92591,2082,Temecula,33517,42753,1257,2172,18832,0.98,0.02,0.64,0.1,0.13,0.18,0.13,0.06,0.07,71465,16679,16838
92595,2018,Wildomar,22479,26968,453,1046,3841,0.68,0.32,0.53,0.08,0.11,0.18,0.13,0.08,0.12,59529,11187,11292
92614,1069,Irvine,26632,31505,2634,5803,49720,1,0,0.87,0.09,0.15,0.19,0.17,0.08,0.06,94507,12919,13713
92618,1260,Irvine,8847,12202,2642,314,59811,1,0,0.88,0.1,0.28,0.2,0.13,0.06,0.05,80504,4792,4055
92662,86,Newport Beach,2903,2647,173,4147,817,1,0,0.87,0.04,0.15,0.13,0.17,0.18,0.23,99337,1286,1617
92708,3094,Fountain Valley,55121,56207,2955,6055,28772,1,0,0.74,0.08,0.13,0.16,0.15,0.13,0.12,86435,26990,28131
92802,1907,Anaheim,46339,48659,1073,10392,16678,1,0,0.44,0.11,0.18,0.14,0.1,0.07,0.08,49645,23357,22982
92804,4374,Anaheim,91802,99557,1914,12868,13686,1,0,0.54,0.1,0.17,0.15,0.11,0.08,0.1,49143,45494,46308
92806,2105,Anaheim,33505,32675,2946,4283,49442,1,0,0.57,0.11,0.18,0.15,0.11,0.08,0.09,60648,16878,16627
93013,610,Carpinteria,17137,17229,793,840,8596,0.93,0.07,0.6,0.09,0.13,0.16,0.16,0.09,0.13,70617,8609,8528
93015,831,Fillmore,20277,23564,484,165,4006,0.78,0.22,0.45,0.11,0.14,0.13,0.12,0.08,0.1,57731,10307,9970
93036,2382,Oxnard,36566,40490,1402,2425,15876,1,0,0.53,0.11,0.15,0.14,0.12,0.08,0.09,60000,18332,18234
93063,3891,Simi Valley,50972,53421,1597,1269,14345,0.99,0.01,0.69,0.08,0.13,0.18,0.16,0.1,0.09,86021,25251,25721
93065,4582,Simi Valley,71035,78648,3135,1678,33131,1,0,0.69,0.09,0.14,0.18,0.15,0.09,0.08,90505,35223,35812
93109,340,Santa Barbara,11027,10389,338,3349,4111,1,0,0.73,0.11,0.15,0.15,0.17,0.1,0.16,86660,5447,5580
91343,2948,North Hills,62108,67337,998,10305,16841,1,0,0.55,0.1,0.16,0.15,0.12,0.07,0.09,47770,31071,31037
91345,1189,Mission Hills,17517,17880,655,5629,7766,1,0,0.6,0.09,0.14,0.15,0.13,0.09,0.13,67100,8621,8896
91506,1240,Burbank,19670,20323,1142,7812,9235,1,0,0.72,0.07,0.16,0.18,0.15,0.1,0.14,70604,9637,10033
91602,1214,North Hollywood,16025,16877,809,8081,6221,1,0,0.83,0.06,0.25,0.21,0.15,0.09,0.11,76026,7968,8057
91604,1359,Studio City,27485,29969,2043,5496,15445,1,0,0.85,0.05,0.2,0.2,0.17,0.1,0.14,96981,13694,13791
91740,1740,Glendora,25933,27124,1279,5436,10619,1,0,0.64,0.08,0.13,0.17,0.14,0.09,0.12,69243,12593,13340
91744,4282,La Puente,86965,91405,1469,10075,16331,1,0,0.41,0.11,0.16,0.14,0.11,0.07,0.08,53986,43454,43511
91765,2671,Diamond Bar,50950,54194,1049,2688,10974,1,0,0.8,0.09,0.12,0.17,0.18,0.1,0.08,82415,24951,25999
91767,2469,Pomona,49263,52110,1156,8719,11310,1,0,0.46,0.11,0.15,0.15,0.11,0.07,0.09,46622,24253,25010
91790,2830,West Covina,45805,47706,1537,7874,20260,1,0,0.59,0.09,0.14,0.16,0.12,0.08,0.11,62843,22384,23421
91792,2025,West Covina,34713,37208,328,9311,2240,1,0,0.69,0.11,0.16,0.15,0.14,0.09,0.08,65886,16817,17896
91905,76,Boulevard,1602,1801,54,12,320,0,1,0.51,0.07,0.12,0.19,0.15,0.11,0.12,54129,898,704
91932,1402,Imperial Beach,27341,27950,463,4027,3688,1,0,0.52,0.13,0.17,0.14,0.12,0.07,0.08,43045,13623,13718
91978,544,Spring Valley,8696,9491,254,580,2069,0.94,0.06,0.69,0.09,0.13,0.16,0.15,0.09,0.11,65203,4237,4459
91980,61,Tecate,230,230,73,12,695,0,1,0.42,0.06,0.08,0.16,0.16,0.12,0.12,44375,120,110
92003,213,Bonsall,3895,4195,214,235,1694,0.03,0.97,0.71,0.07,0.1,0.14,0.16,0.13,0.18,73723,1933,1962
92024,1533,Encinitas,50190,53721,3586,2481,28673,0.99,0.01,0.75,0.07,0.13,0.17,0.19,0.09,0.11,93336,24950,25240
92026,2243,Escondido,47313,48958,728,1192,6318,0.81,0.19,0.56,0.09,0.14,0.14,0.12,0.09,0.15,62793,23093,24220
92070,46,Santa Ysabel,1238,1253,51,8,348,0,1,0.49,0.06,0.09,0.13,0.18,0.12,0.18,42350,618,620
92116,1587,San Diego,33706,34617,815,9858,4216,1,0,0.68,0.09,0.24,0.18,0.14,0.08,0.09,45462,16812,16894
92118,571,Coronado,17850,17623,885,4569,9939,1,0,0.78,0.08,0.13,0.15,0.15,0.1,0.18,88505,8961,8889
92120,1346,San Diego,24264,24126,1588,3790,17739,1,0,0.79,0.06,0.12,0.15,0.15,0.12,0.22,79103,11852,12412
92139,1988,San Diego,37218,38197,187,10393,2009,1,0,0.59,0.1,0.15,0.15,0.13,0.08,0.09,59768,18152,19066
92210,159,Indian Wells,4472,5108,272,341,5062,0.9,0.1,0.79,0.04,0.02,0.06,0.14,0.21,0.45,111298,2102,2370
92233,138,Calipatria,10814,12586,64,56,2491,0.55,0.45,0.37,0.13,0.25,0.22,0.11,0.06,0.06,33874,8224,2590
92256,237,Morongo Valley,3851,4204,76,31,350,0.03,0.97,0.53,0.07,0.08,0.15,0.18,0.12,0.16,42262,1949,1902
92260,1428,Palm Desert,32602,36615,2880,819,29410,0.97,0.03,0.64,0.08,0.1,0.11,0.12,0.13,0.31,57410,15636,16966
92281,85,Westmorland,2434,2380,35,25,313,0,1,0.32,0.11,0.12,0.13,0.12,0.08,0.11,29889,1188,1246
92283,59,Winterhaven,3935,3671,51,2,411,0.11,0.89,0.4,0.08,0.1,0.11,0.13,0.12,0.17,26644,1952,1983
90002,1944,Los Angeles,48620,53537,456,16004,4382,1,0,0.37,0.12,0.14,0.13,0.1,0.05,0.06,26668,23583,25037
90004,2366,Los Angeles,69274,71318,1580,22210,11200,1,0,0.51,0.11,0.2,0.17,0.12,0.07,0.08,31065,34955,34319
90023,1501,Los Angeles,46969,48871,1728,8582,31894,1,0,0.34,0.13,0.18,0.13,0.1,0.06,0.07,30106,23817,23152
90025,1651,Los Angeles,42168,44041,4115,15440,37168,1,0,0.83,0.11,0.3,0.16,0.12,0.08,0.12,70402,21156,21012
90027,1864,Los Angeles,51035,52631,1823,6203,27913,1,0,0.71,0.09,0.21,0.18,0.14,0.09,0.13,38535,25610,25425
90046,2377,Los Angeles,52594,55658,2426,9543,16569,1,0,0.79,0.06,0.26,0.19,0.14,0.09,0.16,48220,27969,24625
90048,870,Los Angeles,22326,23519,3263,11794,29732,1,0,0.85,0.04,0.27,0.18,0.13,0.08,0.2,69480,10523,11803
90069,1219,West Hollywood,20826,21214,2197,9510,19739,1,0,0.85,0.03,0.26,0.26,0.16,0.1,0.14,83967,12256,8570
90071,55,Los Angeles,7,8,1231,55,36539,1,0,1,0,0,0,0.29,0,0.71,7500,1,6
90073,25,Los Angeles,0,0,38,0,4311,0,0,0,0,0,0,0,0,0,0,0,0
90211,443,Beverly Hills,8691,9224,2050,12762,14345,1,0,0.89,0.07,0.15,0.17,0.16,0.1,0.14,83363,4065,4626
90280,3764,South Gate,101944,107414,2092,13371,24561,1,0,0.43,0.12,0.17,0.14,0.1,0.06,0.06,40643,50624,51320
90305,1208,Inglewood,13842,13982,332,5241,2607,1,0,0.73,0.07,0.11,0.15,0.15,0.13,0.15,61562,6130,7712
90401,375,Santa Monica,5547,6115,2385,6450,29764,1,0,0.81,0.05,0.26,0.2,0.15,0.09,0.16,56624,2917,2630
90660,3630,Pico Rivera,66000,69258,1414,8035,17026,1,0,0.48,0.1,0.15,0.14,0.11,0.08,0.11,51255,32454,33546
90704,172,Avalon,3748,3838,420,28,4276,0.85,0.15,0.46,0.09,0.13,0.17,0.14,0.08,0.09,52793,1889,1859
90706,4413,Bellflower,75690,79233,2042,12352,15821,1,0,0.55,0.1,0.16,0.15,0.12,0.07,0.09,47450,36949,38741
90731,3424,San Pedro,63558,66886,1946,7671,18200,1,0,0.56,0.1,0.17,0.16,0.13,0.08,0.09,44281,31968,31590
91007,1298,Arcadia,33558,36920,1290,6155,16457,1,0,0.81,0.07,0.11,0.16,0.16,0.11,0.18,67414,15582,17976
91011,550,La Canada Flint,21655,22860,838,349,7297,1,0,0.88,0.06,0.05,0.14,0.19,0.12,0.14,138586,10468,11187
91101,816,Pasadena,18976,21808,3034,15567,32304,1,0,0.78,0.09,0.29,0.16,0.11,0.07,0.13,53961,9313,9663
91103,1127,Pasadena,31557,34621,868,6346,21350,1,0,0.51,0.1,0.15,0.14,0.12,0.08,0.1,39417,15704,15853
91105,443,Pasadena,10983,11180,1539,2778,19813,1,0,0.88,0.05,0.1,0.16,0.17,0.14,0.22,121352,5307,5676
91316,1400,Encino,27089,28150,1536,6196,12408,1,0,0.81,0.06,0.16,0.16,0.15,0.11,0.19,68357,12846,14243
91360,2015,Thousand Oaks,44157,46162,2234,2948,21209,1,0,0.72,0.09,0.11,0.16,0.15,0.11,0.13,94010,21787,22370
91362,1556,Thousand Oaks,36476,39566,2381,1940,27672,1,0,0.8,0.07,0.11,0.18,0.18,0.11,0.09,112265,17756,18720
91364,1208,Woodland Hills,24214,24216,2787,3572,23288,1,0,0.85,0.06,0.13,0.18,0.17,0.11,0.15,108561,11968,12246
91387,2669,Canyon Country,35459,41496,447,1830,3010,0,0,0.68,0.09,0.16,0.19,0.13,0.07,0.05,79250,17702,17757
91406,2849,Van Nuys,56209,59126,2962,6847,37630,1,0,0.56,0.1,0.19,0.16,0.12,0.07,0.08,43105,28567,27642
92337,2181,Fontana,34116,39540,867,2649,16775,0.97,0.03,0.52,0.1,0.17,0.16,0.11,0.06,0.04,62692,17139,16977
92356,345,Lucerne Valley,5609,5995,101,12,1640,0,1,0.42,0.08,0.08,0.15,0.15,0.12,0.16,46878,2847,2762
92358,68,Lytle Creek,798,856,21,32,194,0,1,0.53,0.07,0.09,0.14,0.22,0.13,0.14,51042,402,396
